Step number,Step name,Elapsed Time (s),Working Electrode (V),Working Electrode vs. NHE (V),Current (mA),Current Density (mA/cm≤),Cumulative Charge (mAh),Counter Electrode (V)
1_1,Constant Potential,17460,0.199373,0.199373,-1.59E-05,0,-0.00011208,-0.0723841
1_1,Constant Potential,17520,0.199365,0.199365,-2.62E-05,0,-0.000112432,-0.0722637
1_1,Constant Potential,17580,0.199386,0.199386,-4.72E-05,0,-0.000113043,-0.0721418
1_1,Constant Potential,17640,0.199388,0.199388,-2.08E-05,0,-0.00011361,-0.0721684
1_1,Constant Potential,17700,0.199382,0.199382,-4.81E-05,0,-0.000114184,-0.0721883
1_1,Constant Potential,17760,0.199383,0.199383,-2.94E-05,0,-0.000114829,-0.0721219
1_1,Constant Potential,17820,0.199372,0.199372,-2.71E-05,0,-0.0001153,-0.0719307
1_1,Constant Potential,17880,0.199364,0.199364,-1.62E-05,0,-0.000115662,-0.0720214
1_1,Constant Potential,17940,0.199371,0.199371,1.56E-05,0,-0.000115667,-0.0718544
1_1,Constant Potential,18000,0.19936,0.19936,-1.88E-05,0,-0.000115694,-0.0718842
1_1,Constant Potential,18060,0.199431,0.199431,-1.93E-05,0,-0.000116012,-0.0716662
1_1,Constant Potential,18120,0.199387,0.199387,-3.00E-05,0,-0.000116423,-0.0716898
1_1,Constant Potential,18180,0.199345,0.199345,-8.56E-06,0,-0.000116744,-0.0716647
1_1,Constant Potential,18240,0.199357,0.199357,1.66E-06,0,-0.000116802,-0.0716167
1_1,Constant Potential,18300,0.199387,0.199387,-1.32E-05,0,-0.000116898,-0.0715191
1_1,Constant Potential,18360,0.199397,0.199397,1.38E-05,0,-0.000116893,-0.0716449
1_1,Constant Potential,18420,0.199363,0.199363,-1.47E-05,0,-0.000116901,-0.0716441
1_1,Constant Potential,18480,0.199399,0.199399,-7.85E-06,0,-0.000117089,-0.0714178
1_1,Constant Potential,18540,0.199402,0.199402,2.18E-06,0,-0.000117136,-0.0714627
1_1,Constant Potential,18600,0.199375,0.199375,-2.71E-05,0,-0.000117343,-0.0712874
1_1,Constant Potential,18660,0.199431,0.199431,-2.36E-05,0,-0.000117766,-0.0712623
1_1,Constant Potential,18720,0.199421,0.199421,-2.67E-05,0,-0.000118185,-0.071273
1_1,Constant Potential,18780,0.199379,0.199379,-1.19E-05,0,-0.000118507,-0.0710718
1_1,Constant Potential,18840,0.199373,0.199373,9.47E-06,0,-0.000118527,-0.0709742
1_1,Constant Potential,18900,0.199345,0.199345,-7.24E-06,0,-0.000118509,-0.0709635
1_1,Constant Potential,18960,0.199389,0.199389,4.48E-06,0,-0.000118532,-0.0708599
1_1,Constant Potential,19020,0.199398,0.199398,-1.31E-05,0,-0.000118604,-0.0707944
1_1,Constant Potential,19080,0.199404,0.199404,-1.45E-05,0,-0.000118834,-0.0708576
1_1,Constant Potential,19140,0.199384,0.199384,-1.02E-05,0,-0.00011904,-0.0707677
1_1,Constant Potential,19200,0.199408,0.199408,-6.77E-05,0,-0.00011969,-0.0707715
1_1,Constant Potential,19260,0.19943,0.19943,-1.08E-05,0,-0.000120344,-0.0708378
1_1,Constant Potential,19320,0.199399,0.199399,-6.66E-06,0,-0.00012049,-0.0708645
1_1,Constant Potential,19380,0.199395,0.199395,-3.82E-05,0,-0.000120863,-0.0706633
1_1,Constant Potential,19440,0.199446,0.199446,6.10E-06,0,-0.00012113,-0.0705345
1_1,Constant Potential,19500,0.199399,0.199399,-8.21E-06,0,-0.000121148,-0.0704118
1_1,Constant Potential,19560,0.199354,0.199354,-1.23E-05,0,-0.000121319,-0.0704026
1_1,Constant Potential,19620,0.19938,0.19938,-9.89E-06,0,-0.000121503,-0.0703592
1_1,Constant Potential,19680,0.199395,0.199395,-7.11E-06,0,-0.000121645,-0.0703851
1_1,Constant Potential,19740,0.199397,0.199397,1.70E-05,0,-0.000121563,-0.0702845
1_1,Constant Potential,19800,0.199414,0.199414,-9.24E-06,0,-0.000121499,-0.0703645
1_1,Constant Potential,19860,0.199429,0.199429,3.19E-06,0,-0.000121549,-0.0703165
1_1,Constant Potential,19920,0.199381,0.199381,-1.42E-05,0,-0.000121641,-0.0703013
1_1,Constant Potential,19980,0.199399,0.199399,3.88E-06,0,-0.000121727,-0.070238
1_1,Constant Potential,20040,0.199376,0.199376,1.26E-05,0,-0.000121589,-0.0701656
1_1,Constant Potential,20100,0.19941,0.19941,-6.93E-05,0,-0.000122061,-0.0700368
1_1,Constant Potential,20160,0.199399,0.199399,-9.50E-06,0,-0.000122718,-0.0701344
1_1,Constant Potential,20220,0.199385,0.199385,-1.38E-05,0,-0.000122912,-0.0701115
1_1,Constant Potential,20280,0.199379,0.199379,-7.22E-06,0,-0.000123087,-0.0701412
1_1,Constant Potential,20340,0.199345,0.199345,4.05E-06,0,-0.000123114,-0.0700917
1_1,Constant Potential,20400,0.199392,0.199392,-4.38E-06,0,-0.000123116,-0.0701077
1_1,Constant Potential,20460,0.199384,0.199384,-1.96E-05,0,-0.000123317,-0.0700704
1_1,Constant Potential,20520,0.199386,0.199386,-1.15E-05,0,-0.000123576,-0.0700429
1_1,Constant Potential,20580,0.199376,0.199376,-2.45E-05,0,-0.000123876,-0.0699339
1_1,Constant Potential,20640,0.199399,0.199399,2.55E-05,0,-0.000123868,-0.0697381
1_1,Constant Potential,20700,0.199386,0.199386,-1.27E-05,0,-0.000123762,-0.0698753
1_1,Constant Potential,20760,0.199408,0.199408,5.77E-06,0,-0.00012382,-0.0699378
1_1,Constant Potential,20820,0.19938,0.19938,-2.46E-05,0,-0.000123977,-0.0697907
1_1,Constant Potential,20880,0.199395,0.199395,-9.95E-06,0,-0.000124265,-0.0695521
1_1,Constant Potential,20940,0.199376,0.199376,9.16E-06,0,-0.000124272,-0.0693799
1_1,Constant Potential,21000,0.199392,0.199392,-6.06E-06,0,-0.000124246,-0.0695049
1_1,Constant Potential,21060,0.199381,0.199381,-5.77E-06,0,-0.000124345,-0.0695034
1_1,Constant Potential,21120,0.199373,0.199373,-3.98E-06,0,-0.000124426,-0.0694104
1_1,Constant Potential,21180,0.199376,0.199376,4.01E-06,0,-0.000124425,-0.0694713
1_1,Constant Potential,21240,0.199389,0.199389,-3.66E-06,0,-0.000124423,-0.0692061
1_1,Constant Potential,21300,0.199363,0.199363,2.50E-06,0,-0.000124432,-0.0693692
1_1,Constant Potential,21360,0.199418,0.199418,1.52E-05,0,-0.000124284,-0.069133
1_1,Constant Potential,21420,0.199379,0.199379,-1.88E-05,0,-0.000124314,-0.0692671
1_1,Constant Potential,21480,0.199398,0.199398,-4.46E-05,0,-0.000124842,-0.0691589
1_1,Constant Potential,21540,0.199407,0.199407,8.57E-06,0,-0.000125142,-0.0688098
1_1,Constant Potential,21600,0.199396,0.199396,2.71E-05,0,-0.000124845,-0.0683328
1_1,Constant Potential,21660,0.199384,0.199384,-8.55E-07,0,-0.000124626,-0.06854
1_1,Constant Potential,21720,0.199418,0.199418,1.62E-06,0,-0.00012462,-0.06854
1_1,Constant Potential,21780,0.199408,0.199408,-8.05E-06,0,-0.000124673,-0.0686643
1_1,Constant Potential,21840,0.199391,0.199391,-1.68E-06,0,-0.000124754,-0.0686711
1_1,Constant Potential,21900,0.199386,0.199386,-1.21E-05,0,-0.000124869,-0.0687656
1_1,Constant Potential,21960,0.199431,0.199431,-5.13E-05,0,-0.000125398,-0.0687016
1_1,Constant Potential,22020,0.199388,0.199388,-1.48E-05,0,-0.000125948,-0.068723
1_1,Constant Potential,22080,0.199407,0.199407,-1.09E-05,0,-0.000126162,-0.068742
1_1,Constant Potential,22140,0.199431,0.199431,-1.36E-05,0,-0.000126366,-0.0687252
1_1,Constant Potential,22200,0.199402,0.199402,-3.66E-06,0,-0.00012651,-0.0684928
1_1,Constant Potential,22260,0.19936,0.19936,6.79E-06,0,-0.000126484,-0.0684867
1_1,Constant Potential,22320,0.199424,0.199424,-1.20E-05,0,-0.000126527,-0.068598
1_1,Constant Potential,22380,0.199367,0.199367,8.72E-06,0,-0.000126555,-0.068473
1_1,Constant Potential,22440,0.199421,0.199421,-3.01E-05,0,-0.000126733,-0.0684394
1_1,Constant Potential,22500,0.199418,0.199418,-8.24E-05,0,-0.00012767,-0.0682725
1_1,Constant Potential,22560,0.199397,0.199397,1.70E-05,0,-0.000128215,-0.0682344
1_1,Constant Potential,22620,0.199403,0.199403,2.96E-05,0,-0.000127827,-0.0678084
1_1,Constant Potential,22680,0.199415,0.199415,1.65E-05,0,-0.000127443,-0.0680043
1_1,Constant Potential,22740,0.199367,0.199367,-2.96E-05,0,-0.000127552,-0.0680432
1_1,Constant Potential,22800,0.19942,0.19942,-1.13E-05,0,-0.000127893,-0.0681316
1_1,Constant Potential,22860,0.19941,0.19941,9.16E-06,0,-0.000127911,-0.0680607
1_1,Constant Potential,22920,0.199442,0.199442,-6.05E-06,0,-0.000127885,-0.0680675
1_1,Constant Potential,22980,0.199396,0.199396,-6.29E-06,0,-0.000127988,-0.0679563
1_1,Constant Potential,23040,0.199389,0.199389,-1.02E-05,0,-0.000128126,-0.0677795
1_1,Constant Potential,23100,0.199396,0.199396,2.90E-06,0,-0.000128187,-0.0678785
1_1,Constant Potential,23160,0.199413,0.199413,1.97E-05,0,-0.000127998,-0.0679769
1_1,Constant Potential,23220,0.199367,0.199367,-1.11E-06,0,-0.000127843,-0.0678968
1_1,Constant Potential,23280,0.199413,0.199413,-8.86E-06,0,-0.000127926,-0.0679311
1_1,Constant Potential,23340,0.199417,0.199417,-9.83E-07,0,-0.000128008,-0.0678999
1_1,Constant Potential,23400,0.199353,0.199353,-3.40E-05,0,-0.0001283,-0.0679738
1_1,Constant Potential,23460,0.199428,0.199428,1.72E-05,0,-0.00012844,-0.0677795
1_1,Constant Potential,23520,0.199398,0.199398,-9.71E-06,0,-0.000128377,-0.0677978
1_1,Constant Potential,23580,0.199414,0.199414,-1.01E-06,0,-0.000128467,-0.0675592
1_1,Constant Potential,23640,0.199398,0.199398,-3.07E-05,0,-0.000128731,-0.0676659
1_1,Constant Potential,23700,0.199399,0.199399,2.61E-05,0,-0.00012877,-0.0677475
1_1,Constant Potential,23760,0.199365,0.199365,-1.32E-05,0,-0.000128662,-0.067733
1_1,Constant Potential,23820,0.199418,0.199418,8.46E-06,0,-0.000128701,-0.0677635
1_1,Constant Potential,23880,0.199396,0.199396,-4.89E-06,0,-0.000128671,-0.0677109
1_1,Constant Potential,23940,0.199416,0.199416,-3.72E-06,0,-0.000128743,-0.0677071
1_1,Constant Potential,24000,0.199399,0.199399,-8.49E-06,0,-0.000128845,-0.0674838
1_1,Constant Potential,24060,0.199383,0.199383,1.50E-05,0,-0.00012879,-0.0675668
1_1,Constant Potential,24120,0.199397,0.199397,2.30E-06,0,-0.000128647,-0.0676065
1_1,Constant Potential,24180,0.199375,0.199375,-1.28E-06,0,-0.000128638,-0.0674944
1_1,Constant Potential,24240,0.199372,0.199372,1.32E-05,0,-0.000128539,-0.0674899
1_1,Constant Potential,24300,0.19934,0.19934,-5.30E-05,0,-0.000128871,-0.0674502
1_1,Constant Potential,24360,0.1994,0.1994,-4.41E-06,0,-0.000129349,-0.0673931
1_1,Constant Potential,24420,0.199393,0.199393,-1.52E-05,0,-0.000129513,-0.0672117
1_1,Constant Potential,24480,0.199396,0.199396,-9.95E-06,0,-0.000129723,-0.0672216
1_1,Constant Potential,24540,0.199406,0.199406,-1.58E-05,0,-0.000129938,-0.067044
1_1,Constant Potential,24600,0.19939,0.19939,-4.38E-05,0,-0.000130434,-0.0670989
1_1,Constant Potential,24660,0.199415,0.199415,7.76E-06,0,-0.000130734,-0.0672376
1_1,Constant Potential,24720,0.19941,0.19941,-3.76E-05,0,-0.000130983,-0.0671804
1_1,Constant Potential,24780,0.199399,0.199399,-7.56E-06,0,-0.000131359,-0.0669937
1_1,Constant Potential,24840,0.199422,0.199422,-1.55E-06,0,-0.000131435,-0.0668741
1_1,Constant Potential,24900,0.199398,0.199398,-2.30E-05,0,-0.000131639,-0.0669884
1_1,Constant Potential,24960,0.199415,0.199415,2.42E-06,0,-0.000131811,-0.06682
1_1,Constant Potential,25020,0.199353,0.199353,-3.24E-05,0,-0.000132061,-0.0666485
1_1,Constant Potential,25080,0.199423,0.199423,2.52E-05,0,-0.000132121,-0.0668047
1_1,Constant Potential,25140,0.199395,0.199395,-1.57E-05,0,-0.000132042,-0.0667453
1_1,Constant Potential,25200,0.199405,0.199405,1.25E-05,0,-0.000132068,-0.0667849
1_1,Constant Potential,25260,0.199401,0.199401,9.22E-07,0,-0.000131956,-0.0666607
1_1,Constant Potential,25320,0.199405,0.199405,-6.71E-07,0,-0.000131954,-0.0666622
1_1,Constant Potential,25380,0.199379,0.199379,1.40E-05,0,-0.000131843,-0.0667979
1_1,Constant Potential,25440,0.199351,0.199351,2.49E-05,0,-0.000131519,-0.0666279
1_1,Constant Potential,25500,0.199386,0.199386,-4.15E-06,0,-0.000131346,-0.0666965
1_1,Constant Potential,25560,0.199387,0.199387,-1.58E-05,0,-0.000131512,-0.066618
1_1,Constant Potential,25620,0.199374,0.199374,1.39E-06,0,-0.000131633,-0.066698
1_1,Constant Potential,25680,0.199369,0.199369,-1.44E-07,0,-0.000131622,-0.0664953
1_1,Constant Potential,25740,0.199376,0.199376,1.86E-05,0,-0.000131468,-0.0666218
1_1,Constant Potential,25800,0.199378,0.199378,-3.66E-05,0,-0.000131619,-0.0663833
1_1,Constant Potential,25860,0.199378,0.199378,1.79E-05,0,-0.000131775,-0.0662766
1_1,Constant Potential,25920,0.199376,0.199376,-3.96E-06,0,-0.000131659,-0.0664603
1_1,Constant Potential,25980,0.199398,0.199398,1.54E-05,0,-0.000131563,-0.0664877
1_1,Constant Potential,26040,0.199371,0.199371,-1.63E-07,0,-0.000131436,-0.0663124
1_1,Constant Potential,26100,0.199384,0.199384,-5.19E-05,0,-0.00013187,-0.0662926
1_1,Constant Potential,26160,0.199367,0.199367,-4.52E-07,0,-0.000132305,-0.0663231
1_1,Constant Potential,26220,0.19936,0.19936,-8.50E-06,0,-0.00013238,-0.0662446
1_1,Constant Potential,26280,0.199386,0.199386,4.62E-06,0,-0.000132412,-0.0662652
1_1,Constant Potential,26340,0.199382,0.199382,1.81E-05,0,-0.000132223,-0.0662194
1_1,Constant Potential,26400,0.199407,0.199407,8.82E-06,0,-0.000131998,-0.066205
1_1,Constant Potential,26460,0.199374,0.199374,1.18E-05,0,-0.000131826,-0.0663459
1_1,Constant Potential,26520,0.199364,0.199364,-2.90E-05,0,-0.00013197,-0.0662979
1_1,Constant Potential,26580,0.199367,0.199367,1.59E-05,0,-0.000132079,-0.0662354
1_1,Constant Potential,26640,0.199358,0.199358,-6.43E-06,0,-0.000132,-0.0660708
1_1,Constant Potential,26700,0.199395,0.199395,-1.05E-05,0,-0.000132142,-0.0659961
1_1,Constant Potential,26760,0.199382,0.199382,5.19E-07,0,-0.000132225,-0.0658872
1_1,Constant Potential,26820,0.199394,0.199394,-8.17E-06,0,-0.000132289,-0.0656608
1_1,Constant Potential,26880,0.19944,0.19944,9.52E-06,0,-0.000132277,-0.0657279
1_1,Constant Potential,26940,0.199405,0.199405,2.94E-06,0,-0.000132174,-0.06575
1_1,Constant Potential,27000,0.199409,0.199409,-2.03E-06,0,-0.000132166,-0.065875
1_1,Constant Potential,27060,0.199402,0.199402,1.08E-05,0,-0.000132093,-0.0657766
1_1,Constant Potential,27120,0.199408,0.199408,-1.46E-05,0,-0.000132124,-0.065817
1_1,Constant Potential,27180,0.199375,0.199375,-5.17E-05,0,-0.000132677,-0.0658048
1_1,Constant Potential,27240,0.199393,0.199393,-2.09E-05,0,-0.000133282,-0.0655335
1_1,Constant Potential,27300,0.199367,0.199367,-6.05E-06,0,-0.000133506,-0.0656265
1_1,Constant Potential,27360,0.199379,0.199379,-3.83E-05,0,-0.000133876,-0.0657164
1_1,Constant Potential,27420,0.199424,0.199424,1.60E-05,0,-0.000134061,-0.0656014
1_1,Constant Potential,27480,0.199349,0.199349,7.63E-06,0,-0.000133864,-0.0656677
1_1,Constant Potential,27540,0.199376,0.199376,-7.98E-06,0,-0.000133867,-0.065481
1_1,Constant Potential,27600,0.199399,0.199399,-1.71E-06,0,-0.000133948,-0.0655556
1_1,Constant Potential,27660,0.199378,0.199378,2.75E-05,0,-0.000133733,-0.0656494
1_1,Constant Potential,27720,0.199387,0.199387,4.85E-06,0,-0.000133463,-0.0657187
1_1,Constant Potential,27780,0.199402,0.199402,-1.28E-05,0,-0.000133529,-0.0657065
1_1,Constant Potential,27840,0.199416,0.199416,1.74E-05,0,-0.000133491,-0.0654246
1_1,Constant Potential,27900,0.199397,0.199397,-1.04E-05,0,-0.000133433,-0.0654779
1_1,Constant Potential,27960,0.199411,0.199411,-4.65E-06,0,-0.000133559,-0.0654108
1_1,Constant Potential,28020,0.199359,0.199359,1.10E-05,0,-0.000133506,-0.0654368
1_1,Constant Potential,28080,0.199401,0.199401,1.35E-05,0,-0.000133301,-0.0653179
1_1,Constant Potential,28140,0.199355,0.199355,7.13E-07,0,-0.000133182,-0.065218
1_1,Constant Potential,28200,0.199399,0.199399,-4.18E-06,0,-0.000133211,-0.0652272
1_1,Constant Potential,28260,0.199388,0.199388,9.11E-06,0,-0.00013317,-0.0649101
1_1,Constant Potential,28320,0.199388,0.199388,2.09E-05,0,-0.00013292,-0.0648804
1_1,Constant Potential,28380,0.199411,0.199411,-4.73E-05,0,-0.00013314,-0.064049
1_1,Constant Potential,28440,0.199357,0.199357,8.11E-06,0,-0.000133466,-0.0644948
1_1,Constant Potential,28500,0.199383,0.199383,1.28E-05,0,-0.000133291,-0.0644613
1_1,Constant Potential,28560,0.199389,0.199389,1.84E-05,0,-0.000133031,-0.0644994
1_1,Constant Potential,28620,0.199379,0.199379,6.81E-06,0,-0.000132822,-0.0645337
1_1,Constant Potential,28680,0.199369,0.199369,2.64E-05,0,-0.000132545,-0.0646564
1_1,Constant Potential,28740,0.199421,0.199421,2.11E-06,0,-0.000132307,-0.0646655
1_1,Constant Potential,28800,0.19937,0.19937,-1.30E-05,0,-0.000132397,-0.0644803
1_1,Constant Potential,28860,0.199357,0.199357,2.58E-06,0,-0.000132484,-0.0645672
1_1,Constant Potential,28920,0.199369,0.199369,-9.57E-07,0,-0.000132471,-0.0647044
1_1,Constant Potential,28980,0.199386,0.199386,1.79E-05,0,-0.000132329,-0.0646335
1_1,Constant Potential,29040,0.199363,0.199363,2.71E-05,0,-0.000131953,-0.0646518
1_1,Constant Potential,29100,0.199369,0.199369,3.63E-06,0,-0.000131697,-0.0645131
1_1,Constant Potential,29160,0.199408,0.199408,1.13E-05,0,-0.000131573,-0.0646228
1_1,Constant Potential,29220,0.199386,0.199386,2.83E-05,0,-0.000131242,-0.0644734
1_1,Constant Potential,29280,0.199392,0.199392,7.44E-06,0,-0.000130944,-0.0646335
1_1,Constant Potential,29340,0.199389,0.199389,2.33E-05,0,-0.000130688,-0.0645931
1_1,Constant Potential,29400,0.199373,0.199373,-8.83E-06,0,-0.000130567,-0.0646198
1_1,Constant Potential,29460,0.199362,0.199362,4.64E-06,0,-0.000130602,-0.0645398
1_1,Constant Potential,29520,0.199403,0.199403,8.99E-06,0,-0.000130489,-0.0646114
1_1,Constant Potential,29580,0.199383,0.199383,1.10E-05,0,-0.000130322,-0.0646038
1_1,Constant Potential,29640,0.199399,0.199399,2.14E-06,0,-0.000130213,-0.0646731
1_1,Constant Potential,29700,0.199422,0.199422,-2.83E-05,0,-0.000130431,-0.0645375
1_1,Constant Potential,29760,0.199362,0.199362,7.43E-06,0,-0.000130606,-0.0645329
1_1,Constant Potential,29820,0.199387,0.199387,-2.23E-05,0,-0.00013073,-0.0644209
1_1,Constant Potential,29880,0.199422,0.199422,6.03E-06,0,-0.000130865,-0.0645489
1_1,Constant Potential,29940,0.199374,0.199374,1.67E-05,0,-0.000130676,-0.0646129
1_1,Constant Potential,30000,0.199371,0.199371,-1.70E-05,0,-0.000130678,-0.0645839
1_1,Constant Potential,30060,0.199357,0.199357,8.14E-06,0,-0.000130752,-0.0645984
1_1,Constant Potential,30120,0.199372,0.199372,-1.41E-05,0,-0.000130801,-0.0645527
1_1,Constant Potential,30180,0.199354,0.199354,3.24E-06,0,-0.000130892,-0.0645367
1_1,Constant Potential,30240,0.199352,0.199352,-4.37E-05,0,-0.000131229,-0.0643652
1_1,Constant Potential,30300,0.19936,0.19936,2.02E-06,0,-0.000131577,-0.0644681
1_1,Constant Potential,30360,0.199341,0.199341,5.97E-06,0,-0.00013151,-0.0643652
1_1,Constant Potential,30420,0.199371,0.199371,-1.27E-05,0,-0.000131566,-0.0643043
1_1,Constant Potential,30480,0.199339,0.199339,1.22E-05,0,-0.00013157,-0.0644132
1_1,Constant Potential,30540,0.199363,0.199363,2.26E-05,0,-0.000131281,-0.0643774
1_1,Constant Potential,30600,0.199368,0.199368,-1.57E-05,0,-0.000131223,-0.0643759
1_1,Constant Potential,30660,0.199391,0.199391,7.58E-06,0,-0.00013129,-0.0643241
1_1,Constant Potential,30720,0.199381,0.199381,-1.08E-05,0,-0.000131317,-0.0643606
1_1,Constant Potential,30780,0.199364,0.199364,1.26E-05,0,-0.000131302,-0.0643492
1_1,Constant Potential,30840,0.199381,0.199381,7.34E-06,0,-0.000131136,-0.0643385
1_1,Constant Potential,30900,0.199385,0.199385,-4.69E-06,0,-0.000131114,-0.0643568
1_1,Constant Potential,30960,0.199373,0.199373,-6.46E-06,0,-0.000131207,-0.0642707
1_1,Constant Potential,31020,0.199388,0.199388,9.17E-06,0,-0.000131184,-0.0643294
1_1,Constant Potential,31080,0.199335,0.199335,-1.61E-05,0,-0.000131242,-0.0643424
1_1,Constant Potential,31140,0.199405,0.199405,2.80E-05,0,-0.000131143,-0.0641038
1_1,Constant Potential,31200,0.199403,0.199403,3.46E-06,0,-0.000130881,-0.0641854
1_1,Constant Potential,31260,0.199402,0.199402,1.60E-05,0,-0.000130719,-0.0641274
1_1,Constant Potential,31320,0.199372,0.199372,4.81E-06,0,-0.000130546,-0.0641541
1_1,Constant Potential,31380,0.199364,0.199364,-6.48E-07,0,-0.000130511,-0.0641907
1_1,Constant Potential,31440,0.199366,0.199366,2.03E-05,0,-0.000130347,-0.0641998
1_1,Constant Potential,31500,0.199322,0.199322,-3.22E-06,0,-0.000130205,-0.0642532
1_1,Constant Potential,31560,0.199391,0.199391,1.87E-05,0,-0.000130075,-0.0642654
1_1,Constant Potential,31620,0.199363,0.199363,1.03E-05,0,-0.000129833,-0.0642814
1_1,Constant Potential,31680,0.199357,0.199357,-1.40E-06,0,-0.000129759,-0.064193
1_1,Constant Potential,31740,0.199376,0.199376,3.69E-06,0,-0.00012974,-0.0641214
1_1,Constant Potential,31800,0.199393,0.199393,1.83E-05,0,-0.000129557,-0.0639285
1_1,Constant Potential,31860,0.199372,0.199372,2.40E-05,0,-0.000129205,-0.064081
1_1,Constant Potential,31920,0.199386,0.199386,1.02E-05,0,-0.00012892,-0.0640619
1_1,Constant Potential,31980,0.199396,0.199396,-2.07E-06,0,-0.000128852,-0.0639415
1_1,Constant Potential,32040,0.19937,0.19937,1.49E-05,0,-0.000128745,-0.0640124
1_1,Constant Potential,32100,0.199343,0.199343,-2.33E-05,0,-0.000128815,-0.0640642
1_1,Constant Potential,32160,0.199378,0.199378,-3.19E-07,0,-0.000129012,-0.0639849
1_1,Constant Potential,32220,0.199397,0.199397,-6.47E-06,0,-0.000129069,-0.0640108
1_1,Constant Potential,32280,0.199392,0.199392,1.13E-05,0,-0.000129029,-0.0640261
1_1,Constant Potential,32340,0.199398,0.199398,-7.56E-06,0,-0.000128998,-0.0640451
1_1,Constant Potential,32400,0.199387,0.199387,-1.68E-05,0,-0.000129201,-0.0639011
1_1,Constant Potential,32460,0.199376,0.199376,9.12E-06,0,-0.000129265,-0.0639316
1_1,Constant Potential,32520,0.199385,0.199385,-3.81E-06,0,-0.000129221,-0.063927
1_1,Constant Potential,32580,0.199357,0.199357,1.57E-05,0,-0.000129122,-0.0639529
1_1,Constant Potential,32640,0.199347,0.199347,2.08E-06,0,-0.000128973,-0.0639057
1_1,Constant Potential,32700,0.199376,0.199376,-1.98E-05,0,-0.000129121,-0.0638196
1_1,Constant Potential,32760,0.199363,0.199363,3.79E-06,0,-0.000129255,-0.0638158
1_1,Constant Potential,32820,0.199371,0.199371,-1.11E-05,0,-0.000129316,-0.0638119
1_1,Constant Potential,32880,0.199385,0.199385,7.89E-06,0,-0.000129343,-0.0638478
